Subject,Course Number,Course Title,Requirement
LS,40AC,Historical Studies: California and the World,Social and Behavioral Sciences
LS,C60U,"Revolutionary Thinking: Marx, Nietzsche, Freud",Social and Behavioral Sciences
LS,80A,Social and Behavioral Sciences,Social and Behavioral Sciences
LS,126,Energy & Civilization,Social and Behavioral Sciences
LS,140D,Historical Studies,Social and Behavioral Sciences
LS,C140U,The Archaeology of Health and Disease,Social and Behavioral Sciences
LS,C140V,The History and Practice of Human Rights,Social and Behavioral Sciences
LS,C160V,Human Happiness,Social and Behavioral Sciences
LS,180A,Social and Behavioral Sciences,Social and Behavioral Sciences
LS,180AC,Archaeology of Sex and Gender,Social and Behavioral Sciences
LS,C180T,Language and Power,Social and Behavioral Sciences
LS,C180U,Wealth and Poverty,Social and Behavioral Sciences
LS,C180W,Who Owns the Past? Cultural Heritage in a Digital Age,Social and Behavioral Sciences
LS,C180X,Arts and Cultural Policy,Social and Behavioral Sciences
MCELLBI,41,Genetics and Society,Social and Behavioral Sciences
MCELLBI,C61,"Brain, Mind, and Behavior",Social and Behavioral Sciences
MCELLBI,C64,Exploring the Brain: Introduction to Neuroscience,Social and Behavioral Sciences
MEDIAST,104A,Freedom of Speech and the Press,Social and Behavioral Sciences
MEDIAST,104B,The History of Journalism,Social and Behavioral Sciences
MEDIAST,C104C,History of Information,Social and Behavioral Sciences
MEDIAST,160,International Media,Social and Behavioral Sciences
MILAFF,20,Evolution of Warfare,Social and Behavioral Sciences
MILAFF,154,The History of Littoral Warfare,Social and Behavioral Sciences
MUSIC,26AC,Music in American Culture,Social and Behavioral Sciences
MUSIC,N26AC,Music in American Cultures,Social and Behavioral Sciences
MUSIC,135A,Musics of the Caribbean,Social and Behavioral Sciences
MUSIC,137AC,Music of the Civil Rights Era,Social and Behavioral Sciences
NATAMST,71,Native Americans in North America to 1900,Social and Behavioral Sciences
NATAMST,72,Native Americans in North America 1900-Present,Social and Behavioral Sciences
NATAMST,C73AC,Indigenous Peoples in Global Inequality,Social and Behavioral Sciences
NATAMST,90,"Freshman Seminar--Myth, Memory and History",Social and Behavioral Sciences
NATAMST,145,Images of Native Americans in American History,Social and Behavioral Sciences
NATAMST,158,Native Americans and the Cinema,Social and Behavioral Sciences
NATAMST,175,History of Native Americans in California,Social and Behavioral Sciences
NATAMST,176,History of Native Americans in the Southwest,Social and Behavioral Sciences
NATAMST,178,Topics in Native American History,Social and Behavioral Sciences
NATAMST,173AC,Indigenous Peoples in Global Inequality,Social and Behavioral Sciences
NESTUD,15,Introduction to Near Eastern Art and Archaeology,Social and Behavioral Sciences
NESTUD,18,Introduction to Ancient Egypt,Social and Behavioral Sciences
NESTUD,C26,Introduction to Central Asia,Social and Behavioral Sciences
NESTUD,102A,Archaeology of Ancient Egypt,Social and Behavioral Sciences
NESTUD,102B,Archaeology of Ancient Egypt,Social and Behavioral Sciences
NESTUD,122,Iranian Archaeology,Social and Behavioral Sciences
NESTUD,123,Mesopotamian Archaeology,Social and Behavioral Sciences
NESTUD,124,Levantine Archaeology,Social and Behavioral Sciences
NESTUD,126,Silk Road Art and Archaeology,Social and Behavioral Sciences
NESTUD,146A,Islam,Social and Behavioral Sciences
NESTUD,146B,Islam,Social and Behavioral Sciences
NESTUD,154,Narratives of Identity in Israeli and Palestinian Fiction,Social and Behavioral Sciences
NESTUD,165,Film and Fiction of Iran,Social and Behavioral Sciences
NESTUD,175,History and Culture of Afghanistan,Social and Behavioral Sciences
NUSCTX,104,Human Food Practices,Social and Behavioral Sciences
PACS,126,International Human Rights,Social and Behavioral Sciences
PACS,128AC,Human Rights and American Cultures,Social and Behavioral Sciences
PACS,149,Global Change and World Order,Social and Behavioral Sciences
PACS,151,International Conflict: Analysis and Resolution,Social and Behavioral Sciences
PACS,164A,Introduction to Nonviolence,Social and Behavioral Sciences
PBHLTH,112,Global Health: A Multidisciplinary Examination,Social and Behavioral Sciences
PBHLTH,C155,Sociology of Health and Medicine,Social and Behavioral Sciences
PBHLTH,C160,Environmental Health and Development,Social and Behavioral Sciences
POLECON,100,Classical Theories of Political Economy,Social and Behavioral Sciences
POLECON,101,Contemporary Theories of Political Economy,Social and Behavioral Sciences
POLECON,160,Political Economy in Historical Context,Social and Behavioral Sciences
POLECON,W160A,"Political Economy in Historical Context: The Twentieth Century: Economies, Societies, Polities, Tech",Social and Behavioral Sciences
POLSCI,1,Introduction to American Politics,Social and Behavioral Sciences
POLSCI,4,Introduction to Political Theory,Social and Behavioral Sciences
POLSCI,5,Introduction to International Relations,Social and Behavioral Sciences
POLSCI,N113A,American Political Theory,Social and Behavioral Sciences
POLSCI,114A,Theories of Governance: Late 20th Century,Social and Behavioral Sciences
POLSCI,138E,The Varieties of Capitalism: Political Economic Systems of the World,Social and Behavioral Sciences
POLSCI,138G,National Success and Failure in the Age of a Global Economy: from Pleats to Cleats,Social and Behavioral Sciences
POLSCI,144B,Politics of Divided Korea,Social and Behavioral Sciences
POLSCI,W145A,Understanding Political Developments in India,Social and Behavioral Sciences
POLSCI,N146C,Conflict and Change in Southern Africa,Social and Behavioral Sciences
PORTUG,113,Brazilian Civilization,Social and Behavioral Sciences
PSYCH,1,General Psychology,Social and Behavioral Sciences
PSYCH,N1,General Psychology,Social and Behavioral Sciences
PSYCH,W1,General Psychology,Social and Behavioral Sciences
PSYCH,2,Principles of Psychology,Social and Behavioral Sciences
PSYCH,14,Psychology of Gender,Social and Behavioral Sciences
PSYCH,C61,"Brain, Mind, and Behavior",Social and Behavioral Sciences
PSYCH,C64,Exploring the Brain: Introduction to Neuroscience,Social and Behavioral Sciences
PSYCH,106,Psychology of Dreams,Social and Behavioral Sciences
PSYCH,107,Buddhist Psychology,Social and Behavioral Sciences
PSYCH,N107,Buddhist Psychology,Social and Behavioral Sciences
PSYCH,109,History of Psychology,Social and Behavioral Sciences
PSYCH,110,Introduction to Biological Psychology,Social and Behavioral Sciences
PSYCH,N110,Introduction to Biological Psychology,Social and Behavioral Sciences
PSYCH,C120,Basic Issues in Cognition,Social and Behavioral Sciences
PSYCH,125,The Developing Brain,Social and Behavioral Sciences
PSYCH,130,Clinical Psychology,Social and Behavioral Sciences
PSYCH,N130,Clinical Psychology,Social and Behavioral Sciences
PSYCH,131,Developmental Psychopathology,Social and Behavioral Sciences
PSYCH,133,Psychology of Sleep,Social and Behavioral Sciences
PSYCH,N133,Psychology of Sleep,Social and Behavioral Sciences
PSYCH,136,Human Sexuality,Social and Behavioral Sciences
PSYCH,140,Developmental Psychology,Social and Behavioral Sciences
PSYCH,N140,Developmental Psychology,Social and Behavioral Sciences
PSYCH,141,Development During Infancy,Social and Behavioral Sciences
PSYCH,C143,Language Acquisition,Social and Behavioral Sciences
PSYCH,146,Developmental and Biological Processes in Attachment,Social and Behavioral Sciences
PSYCH,150,Psychology of Personality,Social and Behavioral Sciences
PSYCH,N150,Psychology of Personality,Social and Behavioral Sciences
PSYCH,156,Human Emotion,Social and Behavioral Sciences
PSYCH,160,Social Psychology,Social and Behavioral Sciences
PSYCH,N160,Social Psychology,Social and Behavioral Sciences
PSYCH,162,Human Happiness,Social and Behavioral Sciences
PSYCH,C162,Human Happiness,Social and Behavioral Sciences
PSYCH,N162,Human Happiness,Social and Behavioral Sciences
PSYCH,164,Social Cognition,Social and Behavioral Sciences
PSYCH,165,Psychology of Creativity,Social and Behavioral Sciences
PSYCH,166AC,Cultural Psychology,Social and Behavioral Sciences
PSYCH,167AC,Stigma and Prejudice,Social and Behavioral Sciences
PSYCH,180,Industrial-Organizational Psychology,Social and Behavioral Sciences
PSYCH,N180,Industrial-Organizational Psychology,Social and Behavioral Sciences
PUBPOL,C103,Wealth and Poverty,Social and Behavioral Sciences
PUBPOL,C157,Arts and Cultural Policy,Social and Behavioral Sciences
PUBPOL,C184,Energy and Society,Social and Behavioral Sciences
RELIGST,C135,Jewish Civilization: Modern Period,Social and Behavioral Sciences
RELIGST,C162,Religion in South India,Social and Behavioral Sciences
RELIGST,173AC,Gandhi and the Civil Rights Movement in America,Social and Behavioral Sciences
RELIGST,C182,Sociology of Religion,Social and Behavioral Sciences
RHETOR,152AC,Race and Order in the New Republic,Social and Behavioral Sciences
SASIAN,C141,Religion in South India,Social and Behavioral Sciences
SASIAN,144,Islam in South Asia,Social and Behavioral Sciences
SASIAN,146,"Mughal India through Memoirs, Chronicles and other Texts",Social and Behavioral Sciences
SASIAN,148,Religious Nationalism in South Asia,Social and Behavioral Sciences
SCANDIN,132,Introduction to Finnish Culture and History,Social and Behavioral Sciences
SCANDIN,165,Scandinavian Folklore,Social and Behavioral Sciences
SCANDIN,170,Arctic Folklore and Mythology in Nordic Lands,Social and Behavioral Sciences
SEASIAN,137,Islam and Society in Southeast Asia,Social and Behavioral Sciences
SEASIAN,C141B,Modern Southeast Asia,Social and Behavioral Sciences
SLAVIC,50,Introduction to Russian/East European/Eurasian Cultures,Social and Behavioral Sciences
SLAVIC,100,"Seminar: Russian, East European, and Eurasian Cultures",Social and Behavioral Sciences
SLAVIC,C139,Language Spread,Social and Behavioral Sciences
SLAVIC,158,Topics in East European/Eurasian Cultural History,Social and Behavioral Sciences
SLAVIC,147A,East Slavic Folklore,Social and Behavioral Sciences
SLAVIC,147B,Balkan Folklore,Social and Behavioral Sciences
SLAVIC,190,"Russian Culture Taught in Russian: Country, Identity, and Language",Social and Behavioral Sciences
SOCIOL,1,Introduction to Sociology,Social and Behavioral Sciences
SOCIOL,3AC,Principles of Sociology: American Cultures,Social and Behavioral Sciences
SOCIOL,5,Evaluation of Evidence,Social and Behavioral Sciences
SOCIOL,7,The Power of Numbers: Quantitative Data in Social Sciences,Social and Behavioral Sciences
SOCIOL,101,Sociological Theory I,Social and Behavioral Sciences
SOCIOL,110,Organizations and Social Institutions,Social and Behavioral Sciences
SOCIOL,111,Sociology of the Family,Social and Behavioral Sciences
SOCIOL,111AC,Sociology of the Family,Social and Behavioral Sciences
SOCIOL,111C,Sociology of Childhood,Social and Behavioral Sciences
SOCIOL,111P,"Families, Inequality and Social Policy",Social and Behavioral Sciences
SOCIOL,112,Sociology of Religion,Social and Behavioral Sciences
SOCIOL,C112,Sociology of Religion,Social and Behavioral Sciences
SOCIOL,113,Sociology of Education,Social and Behavioral Sciences
SOCIOL,113AC,Sociology of Education,Social and Behavioral Sciences
SOCIOL,114,Sociology of Law,Social and Behavioral Sciences
SOCIOL,115B,"Biology, Genetics and Society",Social and Behavioral Sciences
SOCIOL,115G,Global Health and Social Justice,Social and Behavioral Sciences
SOCIOL,C115,Sociology of Health and Medicine,Social and Behavioral Sciences
SOCIOL,116,Sociology of Work,Social and Behavioral Sciences
SOCIOL,117,Sport As a Social Institution,Social and Behavioral Sciences
SOCIOL,119S,Organizational Strategy and Design: A Sociological Perspective,Social and Behavioral Sciences
SOCIOL,120,Economy and Society,Social and Behavioral Sciences
SOCIOL,121,Innovation and Entrepreneurship: Social and Cultural Context,Social and Behavioral Sciences
SOCIOL,124,Sociology of Poverty,Social and Behavioral Sciences
SOCIOL,C126,Social Consequences of Population Dynamics,Social and Behavioral Sciences
SOCIOL,127,Development and Globalization,Social and Behavioral Sciences
SOCIOL,130,Social Inequalities,Social and Behavioral Sciences
SOCIOL,130AC,Social Inequalities: American Cultures,Social and Behavioral Sciences
SOCIOL,131,Race and Ethnic Relations: The United States Experience,Social and Behavioral Sciences
SOCIOL,131AC,Race and Ethnic Relations: U.S. American Cultures,Social and Behavioral Sciences
SOCIOL,131F,Four Centuries of Racial Vision and Division in the U.S.,Social and Behavioral Sciences
SOCIOL,133,Sociology of Gender,Social and Behavioral Sciences
SOCIOL,135,Sexual Cultures,Social and Behavioral Sciences
SOCIOL,136,Urban Sociology,Social and Behavioral Sciences
SOCIOL,137AC,"Environmental Justice: Race, Class, Equity, and the Environment",Social and Behavioral Sciences
SOCIOL,142,Sociology of War and Conflict,Social and Behavioral Sciences
SOCIOL,144,Ethnic Politics,Social and Behavioral Sciences
SOCIOL,145,Social Change,Social and Behavioral Sciences
SOCIOL,145AC,Social Change: American Cultures,Social and Behavioral Sciences
SOCIOL,145L,Social Change in Latin America,Social and Behavioral Sciences
SOCIOL,146,Contemporary Immigration in Global Perspective,Social and Behavioral Sciences
