depart	name	number	units
Civil and Environmental Engineering (CIV ENG)	Individual Research	299	1
Civil and Environmental Engineering (CIV ENG)	Workshop for Future Civil and Environmental Engineering Teachers	301	1
Civil and Environmental Engineering (CIV ENG)	Individual Study for Master's Students	601	1
Civil and Environmental Engineering (CIV ENG)	Individual Study for Doctoral Students	602	1
Plant and Microbial Biology (PLANTBI)	Plants, Agriculture, and Society	10	2
Plant and Microbial Biology (PLANTBI)	Fungi, History, and Society	11	3
Plant and Microbial Biology (PLANTBI)	Introduction to the Plant Sciences at Berkeley	20	1
Plant and Microbial Biology (PLANTBI)	Microbes Make the World Go Around	22	2
Plant and Microbial Biology (PLANTBI)	Freshman Seminar	24	1
Plant and Microbial Biology (PLANTBI)	Freshman/Sophomore Seminar	39E	2
Plant and Microbial Biology (PLANTBI)	The (Secret) Life of Plants	40	3
Plant and Microbial Biology (PLANTBI)	Sophomore Seminar	84	1
Plant and Microbial Biology (PLANTBI)	Studying the Biological Sciences	C96	1
Plant and Microbial Biology (PLANTBI)	Directed Group Study	98	1
Plant and Microbial Biology (PLANTBI)	Supervised Independent Study and Research	99	1
Plant and Microbial Biology (PLANTBI)	Experimental Plant Biology Laboratory	101L	3
Plant and Microbial Biology (PLANTBI)	Bacterial Pathogenesis	C103	3
Plant and Microbial Biology (PLANTBI)	Discovery-Based Research in Microbiology	104L	2
Plant and Microbial Biology (PLANTBI)	Principles of Plant Morphology with Laboratory	C107L	4
Plant and Microbial Biology (PLANTBI)	Evolution and Ecology of Development	C109	3
Plant and Microbial Biology (PLANTBI)	Biology of Fungi with Laboratory	C110L	4
Plant and Microbial Biology (PLANTBI)	General Microbiology	C112	4
Plant and Microbial Biology (PLANTBI)	General Microbiology Laboratory	C112L	2
Plant and Microbial Biology (PLANTBI)	California Mushrooms	113	3
Plant and Microbial Biology (PLANTBI)	Introduction to Comparative Virology	C114	4
Plant and Microbial Biology (PLANTBI)	Microbial Diversity	C116	3
Plant and Microbial Biology (PLANTBI)	Biology of Algae	120	2
Plant and Microbial Biology (PLANTBI)	Laboratory for Biology of Algae	120L	2
Plant and Microbial Biology (PLANTBI)	Bioenergy	122	2
Plant and Microbial Biology (PLANTBI)	The Berkeley Lectures on Energy: Energy from Biomass	C124	3
Plant and Microbial Biology (PLANTBI)	Chromosome Biology/Cytogenetics	C134	3
Plant and Microbial Biology (PLANTBI)	Physiology and Biochemistry of Plants	135	3
Plant and Microbial Biology (PLANTBI)	Microbial Genomics and Genetics	C148	4
Plant and Microbial Biology (PLANTBI)	Plant Cell Biology	150	3
Plant and Microbial Biology (PLANTBI)	Plant Molecular Genetics	160	3
Plant and Microbial Biology (PLANTBI)	Plant-Microbe Interactions	165	3
Plant and Microbial Biology (PLANTBI)	Modern Applications of Plant Biotechnology	170	2
Plant and Microbial Biology (PLANTBI)	Environmental Plant Biology	180	2
Plant and Microbial Biology (PLANTBI)	Techniques in Light Microscopy	185	3
Plant and Microbial Biology (PLANTBI)	Special Topics in Plant and Microbial Biology	190	1
Plant and Microbial Biology (PLANTBI)	Molecular Approaches to Environmental Problem Solving	C192	2
Plant and Microbial Biology (PLANTBI)	Honors Research - Plant and Microbial Biology	H196	4
Plant and Microbial Biology (PLANTBI)	Directed Group Studies in Plant Biology	198	1
Plant and Microbial Biology (PLANTBI)	Supervised Independent Study and Research	199	1
Plant and Microbial Biology (PLANTBI)	Plant Developmental Genetics	200A	1.5
Plant and Microbial Biology (PLANTBI)	Genomics and Computational Biology	200B	1.5
Plant and Microbial Biology (PLANTBI)	Plant Diversity and Evolution	200C	1.5
Plant and Microbial Biology (PLANTBI)	Plant Cell Biology	200D	1.5
Plant and Microbial Biology (PLANTBI)	Plant Biochemistry	200E	1.5
Plant and Microbial Biology (PLANTBI)	Plant-Environment Interactions	200F	1.5
Plant and Microbial Biology (PLANTBI)	Faculty Research Review	201	2
Plant and Microbial Biology (PLANTBI)	Faculty Research Review	202	2
Plant and Microbial Biology (PLANTBI)	Introduction to Research	205A	2
Plant and Microbial Biology (PLANTBI)	Introduction to Research	205B	2
Plant and Microbial Biology (PLANTBI)	Scientific Reasoning and Logic	210	1
Plant and Microbial Biology (PLANTBI)	Microbial Diversity Workshop	C216	1
Plant and Microbial Biology (PLANTBI)	Microbial Genetics	220A	1.5
Plant and Microbial Biology (PLANTBI)	Genomics and Computational Biology	220B	1.5
Plant and Microbial Biology (PLANTBI)	Microbial Diversity and Evolution	220C	1.5
Plant and Microbial Biology (PLANTBI)	Cell Structure and Function	220D	1.5
Plant and Microbial Biology (PLANTBI)	Microbial Physiology	220E	1.5
Plant and Microbial Biology (PLANTBI)	Microbial Ecology	220F	1.5
Plant and Microbial Biology (PLANTBI)	Biochemistry of Biofuels: Concepts and Foundations	222	1
Plant and Microbial Biology (PLANTBI)	The Berkeley Lectures on Energy: Energy from Biomass	C224	3
Plant and Microbial Biology (PLANTBI)	Readings in Environmental Microbiology	238	1
Plant and Microbial Biology (PLANTBI)	Seminar	290	1
Plant and Microbial Biology (PLANTBI)	Research Review in Plant and Microbial Biology	292	1
Plant and Microbial Biology (PLANTBI)	Graduate Supervised Independent Study	296	1
Plant and Microbial Biology (PLANTBI)	Grant Writing and Research Presentations	297	2
Plant and Microbial Biology (PLANTBI)	Plant Biology Group Studies	298	1
Plant and Microbial Biology (PLANTBI)	Graduate Research	299	1
Plant and Microbial Biology (PLANTBI)	Workshop on Teaching	375	2
Plant and Microbial Biology (PLANTBI)	Individual Study for Graduate Students	602	1
Military Science (MIL SCI)	Leadership Laboratory	1	0.0
Military Science (MIL SCI)	Introduction to the Army and Critical Thinking	2	1
Military Science (MIL SCI)	Introduction to the Profession of Arms	3	1
Military Science (MIL SCI)	Leadership and Decision Making	100	2
Military Science (MIL SCI)	Army Doctrine and Team Development	101	2
Military Science (MIL SCI)	Training Management and the Warfighting Functions	131	3
Military Science (MIL SCI)	Applied Leadership in Small Unit Operations	132	3
Military Science (MIL SCI)	The Army Officer	141	3
Military Science (MIL SCI)	Company Grade Leadership	142	3
Military Science (MIL SCI)	Applied Team Leadership	431	3
Military Science (MIL SCI)	Leadership and Ethics	432	3
Southeast Asian (SEASIAN)	Introduction to the Civilization of Southeast Asia	10A	4
Southeast Asian (SEASIAN)	Introduction to the Civilization of Southeast Asia	10B	4
Southeast Asian (SEASIAN)	Introduction to Modern Indonesian and Malaysian Literature in Translation	128	4
Southeast Asian (SEASIAN)	Mainland Southeast Asian Literature	129	4
Southeast Asian (SEASIAN)	Articulations of the Female in Indonesia	130	4
Southeast Asian (SEASIAN)	Islam and Society in Southeast Asia	137	4
Southeast Asian (SEASIAN)	Southeast Asian Cultures, Texts, and Politics	138	4
Southeast Asian (SEASIAN)	The Indonesian Connection: Dutch Literature About the Indies in English Translation	C164	4
Vietnamese (VIETNMS)	Introductory Vietnamese	1A	5
Vietnamese (VIETNMS)	Introductory Vietnamese	1B	5
Vietnamese (VIETNMS)	Intensive Introductory Vietnamese	15	10
Vietnamese (VIETNMS)	Intermediate Vietnamese	100A	5
Vietnamese (VIETNMS)	Intermediate Vietnamese	100B	5
Vietnamese (VIETNMS)	Advanced Vietnamese	101A	3
Vietnamese (VIETNMS)	Advanced Vietnamese	101B	3
Danish (DANISH)	Beginning Danish	1A	4
Danish (DANISH)	Beginning Danish	1B	4
Sanskrit (SANSKR)	Elementary Sanskrit	100A	5
Sanskrit (SANSKR)	Elementary Sanskrit	100B	5
Sanskrit (SANSKR)	Intermediate Sanskrit: Epic and Puracic Sanskrit	101A	5
Sanskrit (SANSKR)	Intermediate Sanskrit: Sastraic (Scientific) Sanskrit	101B	5
Sanskrit (SANSKR)	Intermediate Sanskrit: Sahitya (Literary Sanskrit)	101C	5
Sanskrit (SANSKR)	Sanskrit Literature	200A	4
Sanskrit (SANSKR)	Sanskrit Literature	200B	4
Sanskrit (SANSKR)	Vedic Sanskrit	203	4
Sanskrit (SANSKR)	Middle Indic	206	4
Sanskrit (SANSKR)	Sanskrit Philosophical Texts	207	4
Cuneiform (CUNEIF)	Elementary Akkadian	100A	5
Cuneiform (CUNEIF)	Elementary Akkadian	100B	5
Cuneiform (CUNEIF)	Selected Readings in Akkadian	101A	4
Cuneiform (CUNEIF)	Selected Readings in Akkadian	101B	4
Cuneiform (CUNEIF)	Elementary Sumerian	102A	4
Cuneiform (CUNEIF)	Elementary Sumerian	102B	4
Cuneiform (CUNEIF)	Selected Readings in Sumerian	103A	3
Cuneiform (CUNEIF)	Selected Readings in Sumerian	103B	3
Cuneiform (CUNEIF)	Elementary Hittite	106A	4
Cuneiform (CUNEIF)	Elementary Hittite	106B	4
Cuneiform (CUNEIF)	Senior Honors	H195	2
Cuneiform (CUNEIF)	Directed Group Study for Upper Division Students	198	1
Cuneiform (CUNEIF)	Supervised Independent Study and Research	199	1
Cuneiform (CUNEIF)	Advanced Akkadian	200A	3
Cuneiform (CUNEIF)	Advanced Akkadian	200B	3
Cuneiform (CUNEIF)	Seminar	298	1
Social Welfare (SOC WEL)	An Introduction to American Social Welfare in World Context	10	2
Social Welfare (SOC WEL)	Confronting America's Social Problems	20	2
Social Welfare (SOC WEL)	Freshman Seminar	24	1
Social Welfare (SOC WEL)	Field Studies in Social Welfare	97	1
Social Welfare (SOC WEL)	Group Study in Social Welfare	98	1
Social Welfare (SOC WEL)	Berkeley Connect in Social Welfare	98BC	1
Social Welfare (SOC WEL)	Introduction to Child Welfare in California and the U.S.	105	2
Social Welfare (SOC WEL)	Foundations, Philanthropy, and the Social Services: Grant Writing for Program Development	107	3
Social Welfare (SOC WEL)	Social Work As a Profession	110	3
Social Welfare (SOC WEL)	Social Welfare Policy	112	3
Social Welfare (SOC WEL)	Practice in Social Work	114	3
Social Welfare (SOC WEL)	Current Topics in Social Welfare	116	2
Social Welfare (SOC WEL)	Homelessness in America	116H	2
Social Welfare (SOC WEL)	Substance Abuse Treatment	148	2
Social Welfare (SOC WEL)	Race, Ethnic Relations, and Social Welfare in the United States	150AC	3
Social Welfare (SOC WEL)	Sexuality and Social Work	150L	2
Social Welfare (SOC WEL)	Social Work with an Asian American Perspective	151	2
Social Welfare (SOC WEL)	Current Perspectives on Aging	152	3
Social Welfare (SOC WEL)	Finding Individual Donors for Human Service Agencies	155	2
Social Welfare (SOC WEL)	Social Science and Crime Prevention Policy	181	3
Social Welfare (SOC WEL)	Prison	185AC	4
Social Welfare (SOC WEL)	Prison	C185	4
Social Welfare (SOC WEL)	Domestic Violence	186	2
Social Welfare (SOC WEL)	Senior Honors Course	H195	1
Social Welfare (SOC WEL)	Field Studies in Social Welfare	197	1
Social Welfare (SOC WEL)	Group Study for Advanced Undergraduates	198	1
Social Welfare (SOC WEL)	Berkeley Connect in Social Welfare	198BC	1
Social Welfare (SOC WEL)	Supervised Independent Study and Research	199	1
Social Welfare (SOC WEL)	Theories for Multilevel Practice	200	2
Social Welfare (SOC WEL)	Psychosocial Problems and Psychopathology	205	2
Social Welfare (SOC WEL)	Stress and Coping in Adulthood	210A	2
Social Welfare (SOC WEL)	Infant Development	210B	2
Social Welfare (SOC WEL)	Aging Processes	210C	2
Social Welfare (SOC WEL)	Group, Organizational, and Community Dynamics	210I	2
Social Welfare (SOC WEL)	Child Development from Infancy to Adolescence in Its Social Context	212	2
Social Welfare (SOC WEL)	Introduction to Social Welfare Policy	220	2
Social Welfare (SOC WEL)	Mental Health and Social Policy	222	2
Social Welfare (SOC WEL)	Social Policy and Gerontology	226	2
Social Welfare (SOC WEL)	Social Policy: Children and Families	230	2
Social Welfare (SOC WEL)	Social Work and Education Policy	232	2
Social Welfare (SOC WEL)	Social Work and Education Policy	W232	2
Social Welfare (SOC WEL)	International Social Welfare	236	2
Social Welfare (SOC WEL)	Health Policy--A Social Welfare Perspective	238C	2
Social Welfare (SOC WEL)	Historical, Philosophical, and Intellectual Foundations of Social Work	240	2
Social Welfare (SOC WEL)	Foundations of Multilevel Practice	241	3
Social Welfare (SOC WEL)	Direct Practice in Child and Family Settings	243	2
Social Welfare (SOC WEL)	Direct Practice in Mental Health Settings	244	2
Social Welfare (SOC WEL)	Direct Practice in Health Settings	245	2
Social Welfare (SOC WEL)	Direct Practice in Aging Settings	246	2
Social Welfare (SOC WEL)	Social Work with Groups	250A	2
Social Welfare (SOC WEL)	Family Therapy	250B	2
Social Welfare (SOC WEL)	Brief Therapy and Crisis Intervention	250C	2
Social Welfare (SOC WEL)	Social Work with Latino Populations	250J	2
Social Welfare (SOC WEL)	Social Work and Disability	250K	2
Social Welfare (SOC WEL)	Human Sexuality	250L	2
Social Welfare (SOC WEL)	Death and Dying	250M	2
Social Welfare (SOC WEL)	Public Child Welfare Services	250N	2
Social Welfare (SOC WEL)	Child Psychopathology: Issues in Assessment and Treatment	250P	2
Social Welfare (SOC WEL)	Social Work Practice in School Settings	250T	2
Social Welfare (SOC WEL)	Substance Abuse Treatment	250U	2
Social Welfare (SOC WEL)	Domestic Violence: Assessment and Intervention	250X	2
Social Welfare (SOC WEL)	International Social Development	250Y	2
Social Welfare (SOC WEL)	Cognitive Behavioral Methods	250Z	2
Social Welfare (SOC WEL)	Program Development	251	2
Social Welfare (SOC WEL)	Program Implementation	252	2
Social Welfare (SOC WEL)	Advocacy Skills for Social Change: Social Welfare Policy Practice	254	2
Social Welfare (SOC WEL)	Community Organizing	255	2
Social Welfare (SOC WEL)	Financial Management	257	1
Social Welfare (SOC WEL)	Forensic Social Work	260	2
Social Welfare (SOC WEL)	Social Work Practice in Integrated Behavioral Health Care	265H	2
Social Welfare (SOC WEL)	Motivational Interviewing	265M	2
Social Welfare (SOC WEL)	Health and Human Services in Mexico	272	3
Social Welfare (SOC WEL)	Immigrants and Refugees in the U.S	274	2
Social Welfare (SOC WEL)	Diversity-Sensitive and Competent Social Work	275	2
Social Welfare (SOC WEL)	Seminar in the History and Philosophy of Social Welfare	279	2
Social Welfare (SOC WEL)	Introduction to Social Welfare Research	280	2
Social Welfare (SOC WEL)	Introduction to Social Welfare Research	W280	2
Social Welfare (SOC WEL)	Seminar in Social Welfare Research	282A	2
